"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingEmail__c","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CorporateLocations__c","Custom_Account_Picklist__c","Description","Fax","FranchiseLocations__c","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","TaxID__c","Test_Field__c","Type","Website","blng__CustomerProfileId__c","blng__DefaultPaymentType__c","ccrz__CustomField1__c","ccrz__CustomField2__c","ccrz__DataId__c","ccrz__PreventAddrBookSave__c","ccrz__PreventNewAddrCheckout__c","ccrz__PreventNewBillAddrCO__c","ccrz__SourceSystem__c","ccrz__TaxExemptAccount__c","ccrz__UsedByCloudcraze__c"
a3e87acf-b1f5-4cdd-a1c2-9ba65a993ce5,"#N/A",9.43474187E8,Woollahra,Australia,"#N/A","#N/A","#N/A","#N/A",2025,NSW,6 Rush St,"#N/A","#N/A",Rouster and Sideways is the leader in Insurance in Woollahra,"#N/A","#N/A",Insurance,false,"#N/A",Browsecat,"#N/A","#N/A",(02) 8325 6428,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Woollahra,Australia,"#N/A","#N/A","#N/A",2025,NSW,6 Rush St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
a5566fd1-1242-4470-b5c2-fc5c64a3a863,"#N/A",3.2618759E10,Lakeland,United States,"#N/A","#N/A","#N/A","#N/A",33811-3311,FL,3300 Publix Corp Pkwy,"#N/A","#N/A","Mecurial, Inc. is the leader in Retail in Lakeland","#N/A","#N/A",Retail,false,"#N/A",Skyba,"#N/A","#N/A",1.863.688.1188,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Lakeland,US,"#N/A","#N/A","#N/A",33802-0407,FL,P.O. BOX 407,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
a55b7a9a-0127-487d-84a8-d914100a1284,"#N/A",3.7179E10,Milwaukee,United States,"#N/A","#N/A","#N/A","#N/A",53209-4408,WI,5757 N Green Bay Ave,"#N/A","#N/A",General Forge and Foundry is the leader in Machinery in Milwaukee,"#N/A","#N/A",Machinery,false,"#N/A",Voomm,"#N/A","#N/A",1.414.524.1200,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Milwaukee,US,"#N/A","#N/A","#N/A",53201-0591,WI,P.O. BOX 591,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
a5aa7c75-f06d-4c5c-b618-b35262ec8121,"#N/A",5.6771552999E10,Boise,United States,"#N/A","#N/A","#N/A","#N/A",83706-3999,ID,250 E Parkcenter Blvd,"#N/A","#N/A",Spruik Communications is the leader in Communications in Boise,"#N/A","#N/A",Communications,false,"#N/A",Skyvu,"#N/A","#N/A",1.208.395.6200,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
a606e47b-3536-4bbf-bcf6-b53cecae9a8e,"#N/A",1.3162E11,New York,United States,"#N/A","#N/A","#N/A","#N/A",10036-6704,NY,1095 Ave of The Americas,"#N/A","#N/A",Colonial Movers is the leader in Services in New York,"#N/A","#N/A",Services,false,"#N/A",Kazu,"#N/A","#N/A",1.212.395.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
a63edf52-6bad-4710-ac45-7b9611541238,"#N/A",4.2451628E8,Kensington,Australia,"#N/A","#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,"#N/A","#N/A",Sample Company is the leader in Media in Kensington,"#N/A","#N/A",Media,false,"#N/A",Kanoodle,"#N/A","#N/A",(02) 7112 6523,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Kensington,Australia,"#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
ab64517f-1f3b-47a7-a1fd-8ecea56da292,"#N/A",6.52105621E8,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A","#N/A",Essen,45131 Brüsseler Platz,"#N/A","#N/A",Tessier-Ashpool is the leader in Government in Bavaria,"#N/A","#N/A",Government,false,"#N/A",Eidel,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
acf7b700-0197-4156-ae58-17f6b388d3de,"#N/A",7.3908E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10017-5592,NY,120 Park Ave FL 6,"#N/A","#N/A",Leza College of Engineering is the leader in Higher Education in New York,"#N/A","#N/A",Higher Education,false,"#N/A",Wikizz,"#N/A","#N/A",1.917.663.2000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
af5306f0-383e-4977-b4f7-fee0efaa1be6,"#N/A",2.38658603E8,Redcliffe,Australia,"#N/A","#N/A","#N/A","#N/A",4020,QLD,5/19-21 Shields St,"#N/A","#N/A",Matt Stecklein Hospital is the leader in Healthcare in Redcliffe,"#N/A","#N/A",Healthcare,false,"#N/A",Omba,"#N/A","#N/A",(07) 7859 6584,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Redcliffe,Australia,"#N/A","#N/A","#N/A",4020,QLD,5/19-21 Shields St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
afedb7fd-1301-4da6-8d73-f6be3efccf52,"#N/A","#N/A",Toronto,Canada,accounting@globalmedia.com,"#N/A","#N/A","#N/A",L4B 1Y3,Ontario,150 Chestnut Street,2.0,"#N/A","GBM is the worldwide leader in technology news and information on the Web and the producer of the longest-running and farthest-reaching television shows about technology. GBM's network of sites combines breakthrough interactive technology with engaging content and design and is consistently ranked as the Internet's leading content network in terms of both audience size and revenue, serving millions of users each day. The company's television programming is broadcast by the USA Network and the Sci-Fi Channel to more than 70 million households and is syndicated to broadcast television stations in the nation's top 120 markets, including the top 10 markets.","#N/A",0.0,Corporate Office,false,"#N/A",Global Media,14668,"#N/A",(905) 555-1212,false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A",Toronto,Canada,"#N/A","#N/A","#N/A",L4B 1Y3,Ontario,150 Chestnut Street,"#N/A",12-3456789,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
b502b5f9-e616-4de4-92d3-c0715225ebae,"#N/A",4.1373E10,Springdale,United States,"#N/A","#N/A","#N/A","#N/A",72762-6901,AR,2200 W Don Tyson Pkwy,"#N/A","#N/A",Newslync is the leader in Media in Springdale,"#N/A","#N/A",Media,false,"#N/A",Meevee,"#N/A","#N/A",1.479.290.4000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Springdale,US,"#N/A","#N/A","#N/A",72765-2020,AR,P.O. BOX 2020,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
b559cc0f-4c6c-473f-9ee4-7ad8790ef349,"#N/A","#N/A","#N/A","#N/A",accounting@saintmarys.edu,"#N/A","#N/A","#N/A","#N/A",IN,"#N/A",1.0,"#N/A","#N/A","#N/A",0.0,Education,false,"#N/A",Saint Mary's College,350,"#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
b668ff72-3239-4524-9755-1d088e5687ae,"#N/A",1.89167866E8,Zurich,Switzerland,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",avenue Nestlé 55,"#N/A","#N/A",TSM North is the leader in Healthcare,"#N/A","#N/A",Healthcare,false,"#N/A",Topicware,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
b87dad07-fad3-444d-8f0a-6fd1d89f91fb,"#N/A",9.3056E10,Charlotte,United States,"#N/A","#N/A","#N/A","#N/A",28202-4031,NC,100 N Tryon St Ste 220,"#N/A","#N/A",Velso International is the leader in Manufacturing in Charlotte,"#N/A","#N/A",Manufacturing,false,"#N/A",Dynazzy,"#N/A","#N/A",1.704.386.5681,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
bd8358df-49a9-49db-956f-2f1ba5ed461e,"#N/A",4.3025852E10,Irvine,United States,"#N/A","#N/A","#N/A","#N/A",92612-0697,CA,3351 Michelson Dr Ste 100,"#N/A","#N/A",Abilitech Software Solutions is the leader in Technology in Irvine,"#N/A","#N/A",Technology,false,"#N/A",Kwimbee,"#N/A","#N/A",1.714.566.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3351 Michelson Dr Ste 100,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
bedbb742-81b5-422f-b1d8-e7c9efcbadea,"#N/A",4.0704E10,Atlanta,United States,"#N/A","#N/A","#N/A","#N/A",30354-1989,GA,1030 Delta Blvd,"#N/A","#N/A",Taggart Transcontinental is the leader in Shipping in Atlanta,"#N/A","#N/A",Shipping,false,"#N/A",Layo,"#N/A","#N/A",1.404.715.2600,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Atlanta,US,"#N/A","#N/A","#N/A",30320-6001,GA,P.O. BOX 20706,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
bf591d28-a62b-44bc-8082-c3ef0ece3886,"#N/A",6.524859542E9,Palo Alto,United States,"#N/A","#N/A","#N/A","#N/A",35265,CA,3500 Deer Creek Road,"#N/A","#N/A",123 Warehousing is the leader in Shipping in Palo Alto,"#N/A","#N/A",Shipping,false,"#N/A",Camimbo,"#N/A","#N/A",5552652358,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c0f70127-fadf-4373-b1f1-d579d21ec2d0,"#N/A",5.4289E10,Louisville,United States,"#N/A","#N/A","#N/A","#N/A",40202-4268,KY,500 W Main St Ste 300,"#N/A","#N/A",Ankh-Sto Associates is the leader in Apparel in Louisville,"#N/A","#N/A",Apparel,false,"#N/A",Topicblab,"#N/A","#N/A",1.502.580.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Louisville,US,"#N/A","#N/A","#N/A",40214-0601,KY,P.O. BOX 14601,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c41b226f-67f6-4c4f-bfcb-3c76d518d19a,"#N/A",8.8275E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10022-4699,NY,399 Park Ave,"#N/A","#N/A",Martic-Morales Corp. is the leader in Manufacturing in New York,"#N/A","#N/A",Manufacturing,false,"#N/A",Browseblab,"#N/A","#N/A",1.212.559.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100 North Riverside.,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c6917ff6-fa3a-4268-af25-9786647ad259,"#N/A",7.91565E10,Indianapolis,United States,"#N/A","#N/A","#N/A","#N/A",46204-4902,IN,120 Monument Cir Ste 200,"#N/A","#N/A",Kellerman Corp. is the leader in Consumer Goods in Indianapolis,"#N/A","#N/A",Consumer Goods,false,"#N/A",Rhynyx,"#N/A","#N/A",1.317.488.6000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c8b9ab84-5da9-45c7-a59d-80cd3fa87f09,"#N/A",5.45047272E8,Mead,USA,"#N/A","#N/A","#N/A","#N/A",80547,CO,920 Sylvan Ave,"#N/A","#N/A",Three Waters is the leader in Communications,"#N/A","#N/A",Communications,false,"#N/A",Wikibox,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c91c50b4-db69-485d-bd15-dffd96652dab,"#N/A",1.00949E11,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77042-3706,TX,3010 Briarpark Dr,"#N/A","#N/A",Your Lesiure Microtels is the leader in Hospitality in Houston,"#N/A","#N/A",Hospitality,false,"#N/A",Brightdog,"#N/A","#N/A",1.281.293.6600,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Houston,US,"#N/A","#N/A","#N/A",77210-4428,TX,P.O. BOX 4428,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
caf51328-8769-4593-893b-04e2b34a246f,"#N/A",5.85033103E8,Hunters Hill,Australia,"#N/A","#N/A","#N/A","#N/A",2110,NSW,6/10 Mount St,"#N/A","#N/A",CG South is the leader in Healthcare in Hunters Hill,"#N/A","#N/A",Healthcare,false,"#N/A",Jabberstorm,"#N/A","#N/A",(02) 6279 8265,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Hunters Hill,Australia,"#N/A","#N/A","#N/A",2110,NSW,6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
cb99af38-cf2a-45e1-ac99-4530f0d87f7a,"#N/A",2.68882E11,Irving,United States,"#N/A","#N/A","#N/A","#N/A",75039-2298,TX,5959 Las Colinas Blvd,"#N/A","#N/A","Custom Metal, LLC is the leader in Automotive in Irving","#N/A","#N/A",Automotive,false,"#N/A",Realfire,"#N/A","#N/A",1.972.444.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
cbb55378-658e-4ee2-8e76-62f36dad0d26,"#N/A",8.8519E10,Atlanta,United States,"#N/A","#N/A","#N/A","#N/A",30339-1834,GA,2455 Paces Ferry Rd SE,"#N/A","#N/A","Cashless Systems, Inc. is the leader in Services in Atlanta","#N/A","#N/A",Services,false,"#N/A",Edgeclub,"#N/A","#N/A",1.770.433.8211,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Atlanta,US,"#N/A","#N/A","#N/A",30348-5715,GA,P.O. BOX 105715,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
cbeb6aaa-6091-4a46-8183-34c32e7a39cf,"#N/A",3.9528E10,Richfield,United States,"#N/A","#N/A","#N/A","#N/A",55423-3683,MN,7601 Penn Ave S,"#N/A","#N/A","Kustodial Services, LLC is the leader in Services in Richfield","#N/A","#N/A",Services,false,"#N/A",Avaveo,"#N/A","#N/A",1.612.291.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
cdabd1c4-7af7-4856-b85a-f914f125c256,"#N/A",6.30331409E8,Tokyo,Japan,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1 Toyota-Cho,"#N/A","#N/A",Widget Corp is the leader in Technology,"#N/A","#N/A",Technology,false,"#N/A",Tagopia,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",4 Riverside Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
cf03c3af-404a-4019-b160-236aae4fbfe5,"#N/A",3317099.0,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77240,TX,6051 Northridge Park,"#N/A","#N/A","#N/A","#N/A","#N/A",Consulting,false,"#N/A",Gevee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d18d8a1f-ad3e-49e8-9d15-0f931e4a3180,"#N/A",6.26746894E8,Chatswood,Australia,"#N/A","#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,"#N/A","#N/A",Omni Consimer Products is the leader in Government in Chatswood,"#N/A","#N/A",Government,false,"#N/A",Mynte,"#N/A","#N/A",(02) 6453 6240,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Chatswood,Australia,"#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d1e7fe16-afbf-4b21-881a-79c9518bfc60,"#N/A",4.93945873E8,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A","#N/A",PK South is the leader in Healthcare in Bacchus Marsh,"#N/A","#N/A",Healthcare,false,"#N/A",Gigaclub,"#N/A","#N/A",(03) 6472 8807,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d221d4bb-3efe-4d72-bf12-0751eb4a9296,"#N/A",2.3697E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10023-5860,NY,60 Columbus Cir FL 17,"#N/A","#N/A",Thrift Bank is the leader in Finance in New York,"#N/A","#N/A",Finance,false,"#N/A",Jaxworks,"#N/A","#N/A",1.212.364.8200,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d57d8915-3e62-411b-b542-344391fd3c88,"#N/A",9.02787175E8,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A","#N/A",Extensive Enterprise is the leader in Construction in Melbourne,"#N/A","#N/A",Construction,false,"#N/A",Zoovu,"#N/A","#N/A",(03) 8967 7597,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d6bc626e-b2a3-40d7-8dd0-36c12ca4b874,"#N/A",2.7079E10,Cincinnati,United States,"#N/A","#N/A","#N/A","#N/A",45202-2424,OH,7 W 7th St,"#N/A","#N/A",Capitol Museum of Art is the leader in Non Profit in Cincinnati,"#N/A","#N/A",Non Profit,false,"#N/A",Quinu,"#N/A","#N/A",1.513.579.7000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",701 W Georgia St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d6c6df1b-d142-4bbc-a65f-f55e76531878,"#N/A",3.8581E10,Morris Plains,United States,"#N/A","#N/A","#N/A","#N/A",07950-2546,NJ,115 Tabor Rd,"#N/A","#N/A",Jupiter Consulting is the leader in Energy in Morris Plains,"#N/A","#N/A",Energy,false,"#N/A",Uidoo,"#N/A","#N/A",1.973.455.2000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d743336f-4ead-4ddb-986c-8c3629e0e8a0,"#N/A",6.52105621E8,Ettalong Beach,Australia,"#N/A","#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A","#N/A",Mainway Toys is the leader in Retail in Ettalong Beach,"#N/A","#N/A",Retail,false,"#N/A",Podcat,"#N/A","#N/A",(02) 7575 8703,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Ettalong Beach,Australia,"#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d8278d26-4a4a-4dc6-8a34-9d99b5469581,"#N/A",2.89485471E8,Ballarat Central,Australia,"#N/A","#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A","#N/A",Incom Corporation is the leader in Manufacturing in Ballarat Central,"#N/A","#N/A",Manufacturing,false,"#N/A",Realbridge,"#N/A","#N/A",(03) 8300 7460,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d85202b5-5ab4-4d1d-9118-2a29fcded4c5,"#N/A",8.0231577E7,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A",80333,Munich,Wittelsbacherplatz 2,"#N/A","#N/A",Virtucon is the leader in Banking in Bavaria,"#N/A","#N/A",Banking,false,"#N/A",Aivee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d951558e-10e8-44a8-a8b3-af00f3eb500f,"#N/A","#N/A","#N/A","#N/A",ap@landmark.com,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",46.0,"#N/A","#N/A","#N/A",0.0,Entertainment,false,"#N/A",Landmark Cinemas,850,"#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
db97d66d-1e0b-4e65-8b5e-b75f26a48f1d,"#N/A",6.8846673E7,Como,Australia,"#N/A","#N/A","#N/A","#N/A",2226,NSW,67 Como Pde,"#N/A","#N/A",Megadodo Publications is the leader in Consulting in Como,"#N/A","#N/A",Consulting,false,"#N/A",Jaxspan,"#N/A","#N/A",(02) 6849 6177,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Como,Australia,"#N/A","#N/A","#N/A",2226,NSW,67 Como Pde,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e470b34f-02f6-4acd-9fdd-116680c39b2b,"#N/A",8.0231577E7,Caringbah,Australia,"#N/A","#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,"#N/A","#N/A",Nick Ciapetta Hospital is the leader in Healthcare in Caringbah,"#N/A","#N/A",Healthcare,false,"#N/A",Twimm,"#N/A","#N/A",(02) 6905 6165,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Caringbah,Australia,"#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e70d0e8a-ac9c-4d74-96e4-9c7e8a985d5f,"#N/A","#N/A","#N/A","#N/A",ap@shakeshak.com,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",168.0,"#N/A","#N/A","#N/A",0.0,Restaurant,false,"#N/A",Shake Shack,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
